Previous qualification (grade),Admission grade,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
150.0,150.0,13.0,12.625,1.0
154.0,144.9,15.95714286,15.18888889,1.0
127.0,121.1,13.2,12.6,2.0
133.0,121.8,10.2,11.0,2.0
120.0,146.8,14.2,13.5,2.0
161.9,129.11200000000005,17.40544134,12.671659628999986,2.0
149.0,138.0,13.49666667,13.49666667,2.0
138.77299999999994,163.3,10.928316808099998,5.28352354,1.0
106.7,79.5,6.486483400700004,6.055780262999999,0.0
133.1,115.0,13.0,13.75,0.0
131.71599999999998,126.86999999999996,11.77777778,13.66666667,0.0
117.0,119.8,11.0,0.0,0.0
134.19400000000007,80.7,8.433411886000005,11.64180401,0.0
150.0,150.0,12.42857143,10.85714286,0.0
130.0,117.8,11.0,12.0,2.0
161.0,144.2,0.0,0.0,1.0
130.12281060606063,126.43000000000002,11.5,10.66666667,2.0
111.0,111.63233333333338,8.360445407299999,5.571412591699997,1.0
153.556,118.33599999999987,3.09504225,12.0,1.0
132.447,127.0276380952381,5.25113407,1.25305923,2.0
139.0,140.64649999999997,12.1664025251,11.33333333,0.0
132.0,130.4,13.5,13.2,1.0
119.0,123.2,14.16666667,13.625,1.0
120.9,131.1,9.202522944500002,9.1515216777,1.0
133.1,120.0,0.0,0.0,0.0
94.5,96.26800000000001,11.66666667,8.483715739,0.0
95.7,117.2,18.39208215,6.62647099,1.0
120.0,120.0,13.0,11.5,1.0
123.51899999999998,130.13199999999995,8.85568443,4.79647804,1.0
136.01213943187875,130.0913611111111,0.0,12.0,0.0
111.0,106.5,10.5,10.8,0.0
121.0,116.8,12.4,10.83333333,2.0
95.6,109.102,9.907762029000002,21.30654817,1.0
133.1,120.0,0.0,0.0,0.0
149.0,137.5,13.82857143,13.82857143,1.0
126.11805198592259,120.06199999999998,11.510680383099992,11.631847594600004,2.0
134.0,120.4,11.5,11.66666667,1.0
136.0,122.97649999999994,13.5,11.317916368399992,1.0
133.1,118.5,0.0,0.0,0.0
141.0,133.0,12.5375,12.61428571,1.0
141.0,128.8,14.83333333,13.28571429,2.0
134.04999999999995,120.8,10.433575198499998,8.63316611,1.0
154.9869999999999,126.64699999999995,11.767041639699999,3.87284012,1.0
134.8941169546396,120.33819999999997,14.437224113900008,15.2,1.0
155.5,162.6,12.0,13.2,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
122.0,124.5,11.66666667,12.0,1.0
122.0,101.60000000000004,12.1625,13.214293444400003,1.0
98.8,89.5,9.482774027599998,5.697718868200001,1.0
133.0,126.7,12.45,11.7,2.0
125.16152380952383,110.0,8.31431183,3.289632269899999,1.0
137.19,134.7,13.4,12.8697141046,2.0
122.1161832167832,104.04700000000001,7.72494752,3.169097277799998,2.0
120.0,110.61600000000004,11.966331971699999,11.54545455,0.0
133.1,111.5,12.0,10.0,0.0
143.0,140.0,12.66666667,12.6,0.0
149.0,134.3,12.66666667,13.77777778,1.0
133.0,128.49,5.66140834,5.4775931842000025,1.0
139.14063181818182,140.0,2.7444913419913424,0.0,0.0
122.0,109.32299999999995,12.030454730700008,11.6,0.0
131.4,126.61371190476186,10.794715949399993,11.573676042099992,1.0
120.0,111.07800000000002,11.908535352699998,12.33333333,1.0
143.0,128.0,13.05555556,15.8125,1.0
115.0,108.7,0.0,0.0,0.0
123.0,121.6,0.0,0.0,0.0
131.0,125.3,12.35571429,12.35571429,1.0
127.0,117.6,0.0,0.0,0.0
126.0,110.686,11.863201953699999,11.98,2.0
112.0,106.1,13.85714286,12.57142857,1.0
150.0,139.9,13.0,14.16666667,1.0
116.0,110.8,12.83333333,11.16666667,1.0
118.0,106.57800000000002,11.0,10.2240939493,2.0
130.0,124.18394816849813,12.4336735844,12.35714286,1.0
144.0,127.5,13.85714286,13.85714286,1.0
105.0,129.7,12.653209799199994,9.7720416894,1.0
121.2,97.8,6.73321733,9.0927894,1.0
137.0,126.3,12.8626273842,12.733942262099994,1.0
140.0,140.0,12.66666667,11.75,2.0
128.28200000000004,105.0,13.83333333,13.139062189899994,1.0
116.0,114.6,10.75,10.0,0.0
120.18141666666659,109.71799999999999,7.35415075,2.3266137801999993,0.0
137.0,131.0,13.73125,13.73125,1.0
116.0,109.0,13.33333333,12.66666667,0.0
133.1,132.0,7.7003510715,7.5152486478,0.0
130.84948787878787,130.0,12.472971826148335,11.33333333,1.0
142.24733333333336,132.05100000000002,13.025,13.81111111,1.0
125.0,115.9,13.0,14.16666667,1.0
134.0,118.0399999999999,12.278700878199995,12.0,1.0
133.1,115.339,12.427586147299994,12.04285714,1.0
96.8,110.55299999999997,8.673997208399996,9.73058949,2.0
136.0,136.4,12.8375,15.5,1.0
146.3,133.7,10.07149448,4.67052125,1.0
135.0,132.6,13.5,14.0,1.0
122.0,112.9,12.125,12.71428571,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
120.0,123.2,10.66666667,11.4,2.0
121.0,117.2,11.2,11.6,1.0
130.3426250000001,130.84600000000003,12.66666667,11.83333333,0.0
130.0,130.03216666666663,13.5,11.659970390799991,0.0
138.62558333333334,89.9,11.66666667,13.9824606721,2.0
138.53883333333332,118.51799999999992,10.5,10.310069085499999,2.0
138.94400000000002,133.8,13.524011028300004,14.26875,2.0
153.05699999999987,156.0,7.497359132700007,14.004932924799995,0.0
130.0,131.8,9.596195482299997,7.210172310899997,2.0
122.98538836041412,114.87799999999999,11.2,10.765258900700001,2.0
129.67504626623378,117.84183333333328,14.189166290599987,14.83333333,1.0
120.0,110.2,12.22857143,13.2125,1.0
127.53599999999997,113.5,11.460632119300001,10.75,1.0
151.0,144.4,15.375,16.42857143,1.0
140.0,143.3,12.40267112040001,11.774277479400006,2.0
133.1,100.0,12.61428571,12.61428571,1.0
130.0,126.09352337662334,12.2,12.051913688299999,1.0
148.624,156.0,8.15309727,13.917343087899987,1.0
125.0,114.9,11.4,10.0,2.0
127.1815,116.17000000000007,10.6,10.0,2.0
121.0,112.3,10.92307692,11.45454545,1.0
141.0,127.0,12.4,12.4,1.0
130.0,120.0,0.0,0.0,0.0
105.2,164.2,17.58111972,5.11764215,1.0
161.2,117.6561666666667,13.122187635399994,8.993447921399994,2.0
127.0,115.8,12.57142857,13.66666667,1.0
126.0,136.5,12.0,13.25,1.0
143.0,129.0,13.3625,14.44444444,1.0
157.33400000000006,110.37300000000005,5.62968033,16.59391416,1.0
126.0,129.5,12.2,11.75,0.0
169.1,129.1,5.62649615,13.54545455,1.0
163.8,164.4,13.30106286,5.27444526,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
98.9,138.4,-0.28752741,7.99592176,1.0
120.0,120.0,13.44444444,14.71428571,0.0
133.49693722349352,123.5,9.016022407799992,8.479714817500005,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
136.41699999999997,110.8,12.468606701499995,13.5,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
160.0,155.5,14.0,15.0,1.0
133.0,126.7,11.83333333,12.0,2.0
121.6459000000001,90.8,15.0,6.774705815500003,0.0
138.829,161.9,0.0,0.4728142519,1.0
132.412,123.3,11.818098611199993,10.66666667,1.0
148.16400000000002,137.74699999999993,13.14285714,14.0,1.0
137.06199999999998,166.6,14.4,13.6376174438,0.0
133.1,125.25424270901567,0.0,0.43231652280000005,0.0
170.2,90.6,3.75810073,4.31501261,1.0
97.6,128.2,12.2,12.8,1.0
139.2061,137.7,12.33333333,12.251204495600001,0.0
134.0682785185184,121.07099999999996,13.235571721799998,16.88018371,1.0
109.3,89.0,10.057855870099994,5.141101961899998,1.0
133.1,116.4,0.0,0.0,0.0
133.1,100.9,0.0,0.0,0.0
138.3123405472237,136.0,12.980637320900005,13.1621411236,1.0
156.6,93.6,12.57142857,16.97123918,2.0
100.0,100.0,11.25,0.0,0.0
133.1,157.0,14.0,15.5,1.0
143.0,152.1,12.080883260200004,11.354629121099999,0.0
165.0,162.9,13.66666667,13.66666667,1.0
154.0,137.2,10.0,10.8,2.0
140.0,140.0,12.6,11.71428571,1.0
138.75699999999995,119.28800000000003,17.33333333,17.0,0.0
96.8,90.3,10.33973488,1.74166911,2.0
133.1,128.0,14.0,13.66666667,0.0
133.948,121.178,13.875,12.5,0.0
129.74198057218146,135.51200000000003,19.1125832,0.0,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
144.312,168.1,18.57801805,5.995490260699996,0.0
140.743,140.02499999999992,8.0364095,19.12330058,1.0
144.75690000000003,140.0,13.662265567000004,14.23076923,1.0
146.72900000000004,148.3,14.743672920199993,15.77777778,1.0
165.9,162.6,7.12632346,17.2894257,0.0
133.1,121.7,0.0,0.0,0.0
100.0,160.0,0.0,0.0,0.0
133.1,90.4,16.55898696,11.6,1.0
170.8,129.0,4.46584913,18.6338894,1.0
120.0,150.0,13.5,14.4,1.0
161.0,100.0,12.775513804799996,10.701719625400003,1.0
166.4,123.60299999999992,9.458146072500005,11.29807239,0.0
168.5,157.6,9.77755225,16.95790347,0.0
134.9275714285714,123.0,15.8,14.11907542760001,2.0
142.0,138.5,13.8,12.4,2.0
135.06299999999996,160.8,7.4039696629999945,5.26116537,0.0
115.0,113.6,13.0,12.0,2.0
131.62788775946277,129.69402142857138,0.0,0.0,1.0
123.49100000000006,115.5,11.0,6.438873167599997,0.0
133.70162020202025,130.0,7.617084996400001,7.279710120999999,0.0
140.0,140.0,15.2,16.575,1.0
140.0,126.6,14.42857143,14.375,1.0
138.4592965535814,130.3829166666667,0.0,1.7326144056000004,0.0
131.0,131.4,0.0,0.0,1.0
141.0,133.3,13.75,11.2,2.0
128.77333333333337,140.35166666666657,12.16666667,12.0,0.0
140.0,140.0,12.14285714,11.66666667,1.0
132.0,124.7,12.0,11.6,1.0
130.0,140.0,11.66666667,12.75,1.0
140.0,138.97052076201578,3.2455729999692653,0.0,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
137.058,133.486,3.8203916,9.27530498,2.0
130.0,123.4,10.0,11.33333333,0.0
137.0,146.5,12.0,11.18181818,2.0
158.0,117.1,13.83333333,13.0,0.0
124.0,113.9,0.0,0.0,0.0
136.0,128.7,14.42857143,12.5,1.0
136.43600000000004,132.9,10.802123059500001,12.4,0.0
150.0,123.0,11.5,10.33333333,0.0
134.83699999999996,129.8,11.627188198100002,2.21406062,1.0
149.0,156.1,0.0,0.0,0.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
110.0,117.2,12.5,11.42857143,1.0
133.1,107.0,0.0,0.0,0.0
134.0,128.2459999999999,13.47142857,13.835400689300002,1.0
130.0,90.2,7.02666268,13.33333333,1.0
141.0,126.7,13.33333333,14.66666667,1.0
123.0,123.0,13.105,13.105,1.0
134.59689334841173,113.16571657374719,0.0,0.0,0.0
122.0,125.9,15.5,12.16666667,1.0
161.4,162.5,16.94691672,7.58299208,0.0
133.1,110.55400459838889,12.032611990999996,12.33333333,0.0
130.0,126.5,11.0,11.36363636,0.0
111.0,112.4,12.33333333,13.0,1.0
158.6,150.41000000000008,4.42964731,12.113152957099997,1.0
125.0,100.0,12.22222222,12.38461538,1.0
137.0,132.34491666666662,0.0,3.4340476197999994,2.0
100.0,120.0,12.0,12.0,1.0
133.1,100.0,11.0,10.0,2.0
150.0,154.0,14.125,13.0,1.0
93.0,79.5,8.727052083100007,7.260545600700001,2.0
150.0,150.0,12.0,12.4,2.0
133.1,100.0,12.33333333,12.57142857,1.0
133.1,162.5,14.33333333,13.85714286,1.0
132.0,134.1,15.16666667,14.0,1.0
134.0,133.0,15.14285714,15.14285714,1.0
126.0,119.0,0.0,0.0,0.0
136.0,131.1,13.41142857,13.29444444,2.0
155.89400000000006,126.77300000000002,4.08980482,8.01970574,1.0
136.1440000000001,140.5,14.521126551599993,-1.50158553,2.0
140.0,140.0,9.940946414499995,3.0047509439,0.0
115.2,117.1,2.25699101,15.625,1.0
148.0,154.101,13.875,11.9636879766,0.0
134.5168125,110.6,12.745644848600008,14.33333333,2.0
123.0,117.4,12.5,13.83333333,1.0
150.0,137.8,15.0,15.5,1.0
122.40600000000008,106.7,11.747395044300006,10.5,0.0
143.8280000000001,157.1,14.668,13.945128237700002,1.0
142.6,136.9160000000001,13.345,13.345,2.0
131.8515,124.8,11.963223329900003,12.33333333,1.0
121.0,115.1,10.83333333,12.14285714,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
165.9,120.56399999999994,9.233122779300006,5.07723336,1.0
141.79200000000003,159.1,12.84528498889999,14.0,0.0
152.11800000000002,163.7,15.14888083,15.56939494099999,1.0
138.0,124.0,13.16666667,13.83333333,1.0
120.0,149.0,11.5,0.0,0.0
145.0,151.7299999999999,12.368879482199993,12.42857143,1.0
118.0,107.82599999999998,11.6178845647,11.703957143300004,1.0
128.85300000000004,116.1,11.24116960989999,12.16666667,1.0
135.0,137.8094511904761,11.423318070399999,12.286367644599999,1.0
140.0,144.3,13.0,13.22222222,1.0
130.58,141.62499999999997,17.20767386,-1.04851374,1.0
162.7,126.97100000000002,13.193807989099998,13.66666667,1.0
127.0,113.06999999999998,12.879748961899999,12.75,2.0
130.0,130.0,11.0,12.0,2.0
117.0,110.0,0.0,0.0,0.0
164.9,137.7,4.7643255147999986,9.899031805800002,1.0
141.0,128.4,15.5,14.0,1.0
137.69908333333336,127.77200000000008,13.85714286,14.28571429,1.0
118.0,113.5,11.5,10.0,2.0
142.0,146.9,13.0,12.16666667,1.0
126.23468469887965,111.84849999999999,10.856589386099992,-1.77521202,2.0
143.0,129.7,0.0,0.0,0.0
123.0,121.3,10.6423040038,11.8429469896,2.0
134.59689334841173,113.16571657374719,0.0,0.0,0.0
141.6,94.4,2.13189345,2.73737882,1.0
135.0,129.2,14.14571429,13.62777778,1.0
162.0,154.1,14.45,14.14444444,1.0
144.49400000000003,170.4,8.912755819100001,11.012227189199997,1.0
130.0,123.66866666666667,12.299662537500001,12.66666667,2.0
115.0,104.88299999999998,12.5,12.354553140900002,2.0
125.0,120.8,14.5,12.83333333,1.0
126.11805198592259,120.06199999999998,11.510680383099992,11.631847594600004,2.0
123.0,121.3,12.83333333,12.83333333,1.0
142.0,127.0,12.0,11.6,1.0
147.0,151.6,0.0,0.0,1.0
134.06066666666666,131.6,14.71428571,13.228913429799993,2.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
145.9,89.5,17.22451823,6.81388389,1.0
125.0,117.3,14.0,14.0,1.0
127.0,121.4,11.57142857,13.16666667,0.0
132.0,126.1,11.035367904799998,12.9281599924,1.0
148.0,137.0,14.25,14.25,1.0
139.0,120.8,0.0,0.0,0.0
135.78800000000004,165.5,9.980865221599991,6.997453279899999,0.0
124.77788550724637,122.80500000000002,12.13311798,-2.64506442,0.0
120.0,120.0,13.2,12.5,2.0
164.8,85.9,6.15607388,-3.23754644,0.0
110.0,150.0,0.0,0.0,0.0
133.0,121.8,12.0,11.0,2.0
138.0,125.4,13.33333333,10.75,0.0
103.4,124.6,17.94588116,6.24140472,2.0
118.5,108.5,8.07684396,0.0,0.0
164.4,89.8,8.9523135826,4.9090610570000015,1.0
138.4592965535814,130.3829166666667,0.0,1.7326144056000004,0.0
116.0,104.64000000000004,11.5,11.827613827099995,2.0
158.1,86.2,6.87104817,15.87573867,0.0
137.28200000000004,134.8,14.01666667,14.0969723127,1.0
137.09000000000003,133.6,11.763030606299992,10.8,1.0
115.0,129.0,0.0,0.0,0.0
160.0,128.4,0.04300929,12.0,1.0
142.59800000000004,150.1,13.072292495099996,10.25,1.0
122.0,113.3,14.25,12.71428571,2.0
143.0,129.9,13.91428571,14.10625,1.0
133.32300000000004,122.34999999999997,10.66568332,12.82375,1.0
132.51604395604392,127.76199999999999,11.776914651599995,11.25,2.0
151.17599999999996,147.474,1.70314706,13.107362159799997,1.0
151.13789776164552,157.8209999999999,13.84285714,13.524852754000005,1.0
127.0,120.4,0.0,0.0,2.0
140.0,128.1,11.8,0.0,0.0
127.0,141.7,12.66666667,13.83333333,0.0
138.4592965535814,130.3829166666667,0.0,1.7326144056000004,0.0
115.0,118.20405000000001,0.0,0.0,0.0
135.7,133.97875,12.90649189,12.5022707757,0.0
136.0,122.7,12.6,13.25,0.0
138.4592965535814,130.3829166666667,0.0,1.7326144056000004,0.0
120.0,116.02524999999994,7.933387136399998,1.8240520452999995,0.0
133.1,160.8,9.17847139,18.14057287,0.0
160.0,160.0,14.0,13.5,0.0
128.0,95.50557575757576,10.817527529400003,11.329206972499998,1.0
130.0,143.4,0.0,0.0,0.0
138.4592965535814,130.3829166666667,0.0,1.7326144056000004,0.0
137.0,125.57193531746032,13.85714286,13.961429562199992,1.0
141.974,175.2,13.50088902,12.748956058499997,1.0
125.0,89.2,0.399057,7.53638705,1.0
147.73899999999995,156.2,2.59339308,6.571498334199999,0.0
155.3,113.7,8.70042317,6.71371873,1.0
98.9,131.5,5.89778454,6.71262535,2.0
148.0,143.5,15.0,14.5,1.0
137.73920000000004,126.8,14.24444444,14.047723501799998,1.0
119.0,115.2,11.5,11.0,0.0
130.0,100.0,10.0,0.0,0.0
102.6,152.5,8.89828995,1.95139336,1.0
120.0,120.0,12.2,12.14285714,0.0
134.71868333333336,129.9,13.66666667,13.839089285700009,1.0
149.0,151.1,0.0,0.0,1.0
110.0,153.7,9.80706968,7.92875519,0.0
133.1,109.32275810716082,11.846465424000003,11.42857143,0.0
127.0,119.0,12.6,12.6,1.0
120.0,122.0,12.2,12.33333333,1.0
136.0,129.7,13.16666667,13.0,1.0
110.0,112.5,11.0,11.0,1.0
136.0,127.8191666666666,13.79247487320001,15.35,1.0
145.0,159.7470000000001,17.06816591,8.77504879259999,1.0
159.0,151.3,14.0,14.66666667,1.0
147.0,133.57760000000005,3.028467286,0.0,0.0
113.0,117.71599999999997,10.003004774899996,17.32265572,1.0
140.0,140.0,0.0,0.0,0.0
141.2,122.10216666666663,10.701919941000002,12.46153846,1.0
130.0,130.0,11.33333333,13.0,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
135.77433333333335,124.0,13.33333333,13.40878736469999,1.0
112.0,113.8,10.83333333,11.0,2.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
166.4,83.4,10.0,19.47342465,0.0
118.0,110.0,11.42857143,11.2,1.0
134.37703333333332,130.0,12.888704568699998,12.8875,1.0
145.0,138.8,12.95,12.95,1.0
121.0,126.3,10.0,0.0,0.0
114.0,114.5,13.09428571,12.55,1.0
127.0,124.66730952380944,4.6574459373999995,0.0,0.0
145.0,128.6,11.71428571,11.0,1.0
130.0,130.0,11.25,10.0,2.0
150.0,134.6,0.0,0.0,0.0
168.0,134.85799999999998,16.74874726,8.418523467899995,1.0
93.1,89.24099999999999,9.509308469899997,8.467301510300004,1.0
140.0,145.52623333333332,13.065214285799998,11.0,0.0
131.35365333333334,129.86033333333333,11.2,12.0,1.0
140.0,135.5,0.0,0.0,0.0
156.42000000000004,132.75799999999998,4.37767959,6.73284479,1.0
134.59689334841173,113.16571657374719,0.0,0.0,0.0
133.78884395554138,122.7240508793504,0.0,13.34872647,0.0
146.71300000000002,160.0,14.16666667,13.549765759200007,1.0
133.1,114.8,12.83333333,12.33333333,1.0
134.25500000000002,118.80199999999996,11.75,10.4,1.0
133.1,160.0,10.83333333,4.60436152,1.0
133.88880000000006,131.7,11.75,6.649504761799999,0.0
134.0949999999999,110.46798000000001,6.60901648,6.50064608,0.0
120.0,111.20300000000002,11.839822343099991,11.33333333,2.0
137.9466913875598,133.0,12.10015257120001,12.10362050429998,1.0
140.0,140.0,14.0,0.0,0.0
133.1,100.0,11.375,12.16666667,2.0
130.27581054664293,129.3,0.526845238095238,0.0,2.0
134.38867955182076,137.0,0.0,1.8824064004000005,0.0
125.0,122.2,11.0,12.5,2.0
140.9,140.98083333333344,13.458268354499996,10.2677726,1.0
110.0,110.0,13.6,15.11111111,1.0
130.3611,127.7,11.0,7.924135932499994,0.0
100.0,121.3,11.70571429,11.70571429,2.0
145.0,140.1,13.25,14.33333333,1.0
133.1,114.8,10.75,10.0,0.0
150.0,150.0,12.0,13.42857143,2.0
132.79635000000002,121.91300000000003,12.66666667,12.25,2.0
133.1,110.0,11.4,11.0,0.0
110.0,105.5,13.0,12.4,1.0
128.0,108.52599999999998,14.0,13.070146912099998,1.0
133.1,130.0,0.0,0.0,2.0
130.0,130.0,0.0,0.0,0.0
137.0,122.7,15.28571429,16.075,1.0
143.203,135.19899999999993,13.16666667,12.66666667,1.0
165.4,124.459,5.893956046400001,8.14255036,1.0
132.46872634186568,125.56660000000007,4.531240990899999,0.0,0.0
100.0,128.2,11.4,11.5,1.0
140.0,135.1,0.0,0.0,0.0
130.0,120.2,7.79997195,5.92939978,1.0
133.1,132.8,0.0,0.0,0.0
152.616,164.9,13.57142857,13.8005028681,1.0
137.0,129.3,4.524091625499999,2.1983703534,0.0
121.03000000000002,108.2,11.678378608300005,12.0,0.0
125.0,125.4,13.33333333,4.08889644,0.0
131.4239999999999,122.5815000000001,6.49295335,4.88029047,1.0
94.2,116.1,16.05207027,2.24941739,1.0
150.0,155.5989999999999,13.2,12.9611821729,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
112.84300000000002,106.0,11.66666667,10.957333333700001,0.0
141.0,138.26716666666664,13.46666667,13.019861652199998,1.0
102.2,126.0,15.95856758,5.10297577,1.0
126.11805198592259,120.06199999999998,11.510680383099992,11.631847594600004,2.0
167.8,163.6,11.66666667,20.57371384,1.0
120.0,120.0,13.4,12.4,1.0
124.7,153.0,7.36357647,17.66433698,0.0
133.1,120.0,0.0,0.0,0.0
135.0,134.1,0.0,0.0,0.0
150.0,120.0,11.447782150800002,11.4865927771,2.0
134.4,128.97266666666664,10.26975993,11.039609726400005,1.0
137.50600000000006,159.4,12.359594230699992,21.9313208,0.0
133.1,118.0,0.0,0.0,0.0
110.0,152.0,16.0,8.55650388,1.0
170.0,151.1,12.28571429,11.125,1.0
120.0,117.74700000000001,15.100057203499993,12.899193502899996,2.0
117.79700000000001,106.0,13.052047618300005,12.66666667,1.0
128.56596428571424,127.1,12.414388447600004,13.25,1.0
167.4,133.38399999999993,12.64387801,9.514475001399997,0.0
127.37031666666671,91.2,12.649506326699997,20.01465645,1.0
120.0,128.2,11.25,10.5,0.0
100.0,113.0,11.0,11.4,2.0
103.0,85.5,12.0,12.5,1.0
130.0,128.36800769230769,5.1738762300999985,7.79913246,2.0
128.0,116.5,10.0,16.0,0.0
154.0,142.0,13.71428571,13.71428571,1.0
150.0,150.0,14.875,15.8,1.0
130.70286180199392,123.373,10.8,0.0,0.0
131.52849047619048,128.89900000000006,12.0,10.0,0.0
141.23875,132.06899999999996,12.5,18.33176509,0.0
130.0,128.6,14.72857143,16.32727273,1.0
132.9,158.5,6.127908865799998,6.216382290299999,1.0
165.1,167.8,8.65287252,11.0,0.0
150.0,146.39999999999998,13.1752336545,13.5,1.0
150.0,148.103,14.290241387400002,14.6,1.0
130.0,103.5,10.485195658400002,11.5093071888,1.0
132.31649999999988,133.7,8.164698548499997,5.0241211,2.0
130.0,128.32540769230766,11.396891574900003,11.5,2.0
133.98333333333335,127.31099999999995,12.66666667,13.4,1.0
146.0,143.6,10.303536159899995,7.640206093800001,0.0
140.63333333333335,133.1,6.93695944,9.332084575099998,0.0
132.46872634186568,125.56660000000007,4.531240990899999,0.0,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
124.84400000000001,116.1,10.512553911799996,-0.13211554,1.0
136.0,126.6,16.5,17.42857143,0.0
142.0,130.8,13.66666667,12.0,1.0
139.0,133.5,15.22857143,15.22857143,1.0
127.44958333333335,108.80899999999998,9.40411245,-2.06882769,1.0
166.1,142.3,16.59626604,0.80241613,1.0
135.73166666666668,121.98900000000003,9.83060821,17.20763947,1.0
135.0,122.9,13.646723491799996,14.005206252000011,1.0
128.0,101.94766666666665,11.605,11.868214637200012,1.0
139.0,156.7,17.59307446,5.61538026,1.0
125.0,122.2,0.0,0.0,0.0
102.0,139.6,11.8,1.8306903,1.0
96.1,78.7,5.1584036,-2.12032044,1.0
138.0,123.7,11.0,0.0,0.0
135.0,121.8,13.18181818,12.90909091,1.0
103.32500000000009,79.5,6.668211998200004,5.611752983599998,0.0
132.0,125.30152976190475,11.213624174700001,12.28571429,1.0
103.7,88.1,6.7643811,5.17284189,1.0
123.65351515151518,107.95800000000004,11.33333333,11.1369805541,1.0
120.0,112.7,11.68,11.68,1.0
116.0,123.7,14.5,13.5,1.0
111.0,105.8,13.14285714,12.85714286,1.0
124.1699999999999,112.83225000000002,6.71637416,7.502669640300002,0.0
161.8,122.3,14.2,4.24122702,1.0
110.9,86.6,11.66666667,8.6444986,1.0
135.0,154.3,12.3288078105,5.769169958600003,1.0
136.0,131.05066666666653,0.90802728,3.836811884499998,1.0
135.2,134.94824166666663,12.539033928199997,10.5,1.0
122.97866666666665,107.39899999999996,12.0,7.36481076,2.0
144.0,138.4,13.42857143,14.14285714,1.0
129.0,118.2,13.25,15.57142857,1.0
136.0,121.7,10.124565866800012,10.307372287200002,0.0
125.0,118.0,14.33333333,14.0,2.0
155.9,131.726,8.580160816699998,17.1675096,0.0
154.0,164.9,13.670110500000012,14.667982285800003,1.0
100.0,100.0,12.0,12.83333333,1.0
124.0,121.6,12.33333333,10.6,2.0
126.0,120.4,11.8,10.4,1.0
136.7,154.1,12.79142857,12.79142857,1.0
128.61725,124.16200000000002,11.625,11.2,1.0
133.0,119.8856309523809,0.0,0.01548445,1.0
126.0,116.6,11.6,12.2,1.0
140.8,158.0,-0.67612709,7.03669934,0.0
131.22000000000003,157.5,13.16666667,11.5503917681,0.0
141.0,136.3,14.1,14.1,1.0
133.0,121.5,12.39666667,12.94285714,1.0
143.0,133.9,15.01428571,16.0875,1.0
141.0,136.8,13.901115252099991,14.164006807900002,1.0
137.8601004784689,133.5,12.366148469200006,12.081451311500004,1.0
138.0,135.51975000000002,13.825047224700006,15.2,0.0
140.0,140.0,13.0,13.0,1.0
142.0,132.7,14.7875,15.8625,1.0
118.0,117.8,13.7,14.67142857,1.0
131.0,126.1,12.49571429,12.24285714,0.0
130.0,120.0,14.56666667,14.56666667,1.0
108.4,114.98101428571425,9.716105751800002,4.79762376,0.0
130.0,120.77659523809527,10.926074462800003,18.03687138,1.0
123.89309999999999,115.60099999999984,12.375845239700002,13.25,0.0
134.59689334841173,113.16571657374719,0.0,0.0,0.0
138.6,111.2,7.89353895,6.51170192,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
163.0,146.6,13.6,11.75,2.0
130.0,130.0,14.0,14.625,0.0
135.2026666666667,127.5,13.442871737000003,13.41666667,1.0
130.0,123.0,12.33333333,11.4,1.0
128.0,82.5,11.299720947700004,15.091817538200011,1.0
111.0,114.2,13.2,12.8,1.0
140.0,123.5,14.75,14.75,1.0
140.0,144.3,13.14285714,14.33333333,1.0
144.39300000000003,142.2,12.2703273866,12.5,2.0
149.25100000000003,161.9,13.75,14.162336442100008,1.0
132.0,135.9,12.4,13.0,1.0
125.26916666666669,110.1,13.33333333,13.491109621400012,1.0
120.0,122.5,11.72727273,12.0,0.0
158.0,149.64049999999995,12.5,10.481423143899985,0.0
116.0,117.3,3.2483819499999993,2.1146264861,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
126.0,120.1,13.16666667,12.66666667,1.0
120.0,110.81900000000002,13.2,13.974427691399992,1.0
117.0,108.65900000000003,12.2,12.536393286200006,2.0
130.15504626623377,124.72883333333333,14.026189856200013,14.85714286,1.0
136.422,132.11000000000004,12.71428571,12.625,1.0
127.0,116.5,0.0,0.0,0.0
